ST,STATE,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,JOBS_1000
OH,Ohio,25-1123,"English Language and Literature Teachers, Postsecondary",detailed,"2,960",0.560
OH,Ohio,25-1124,"Foreign Language and Literature Teachers, Postsecondary",detailed,"1,260",0.238
OH,Ohio,25-1125,"History Teachers, Postsecondary",detailed,840,0.159
OH,Ohio,25-1126,"Philosophy and Religion Teachers, Postsecondary",detailed,780,0.147
OH,Ohio,25-1191,Graduate Teaching Assistants,detailed,**,**
OH,Ohio,25-1192,"Home Economics Teachers, Postsecondary",detailed,30,0.006
OH,Ohio,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",detailed,310,0.058
OH,Ohio,25-1194,"Vocational Education Teachers, Postsecondary",detailed,"4,770",0.904
OH,Ohio,25-1199,"Postsecondary Teachers, All Other",detailed,**,**
OH,Ohio,25-2011,"Preschool Teachers, Except Special Education",detailed,"12,290",2.328
OH,Ohio,25-2012,"Kindergarten Teachers, Except Special Education",detailed,"6,790",1.285
OH,Ohio,25-2021,"Elementary School Teachers, Except Special Education",detailed,"52,020",9.850
OH,Ohio,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",detailed,"31,430",5.951
OH,Ohio,25-2023,"Career/Technical Education Teachers, Middle School",detailed,250,0.047
OH,Ohio,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",detailed,"43,310",8.201
OH,Ohio,25-2032,"Career/Technical Education Teachers, Secondary School",detailed,"5,100",0.966
OH,Ohio,25-2051,"Special Education Teachers, Preschool",detailed,"1,170",0.221
OH,Ohio,25-2052,"Special Education Teachers, Kindergarten and Elementary School",detailed,"8,590",1.627
OH,Ohio,25-2053,"Special Education Teachers, Middle School",detailed,"5,670",1.074
OH,Ohio,25-2054,"Special Education Teachers, Secondary School",detailed,"6,810",1.290
OH,Ohio,25-2059,"Special Education Teachers, All Other",detailed,"1,280",0.243
OH,Ohio,25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,detailed,"2,110",0.400
OH,Ohio,25-3021,Self-Enrichment Education Teachers,detailed,"6,120",1.158
OH,Ohio,25-3097,"Teachers and Instructors, All Other, Except Substitute Teachers",detailed,"5,330",1.009
OH,Ohio,25-3098,Substitute Teachers,detailed,"15,740",2.981
OH,Ohio,25-4011,Archivists,detailed,130,0.024
OH,Ohio,25-4012,Curators,detailed,600,0.113
OH,Ohio,25-4013,Museum Technicians and Conservators,detailed,310,0.058
OH,Ohio,25-4021,Librarians,detailed,"4,430",0.839
OH,Ohio,25-4031,Library Technicians,detailed,"3,880",0.735
OH,Ohio,25-9011,Audio-Visual and Multimedia Collections Specialists,detailed,380,0.071
OH,Ohio,25-9031,Instructional Coordinators,detailed,"2,910",0.551
OH,Ohio,25-9041,Teacher Assistants,detailed,"35,240",6.674
OH,Ohio,25-9099,"Education, Training, and Library Workers, All Other",detailed,"3,100",0.587
OH,Ohio,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"58,820",11.138
OH,Ohio,27-1011,Art Directors,detailed,"1,090",0.207
OH,Ohio,27-1012,Craft Artists,detailed,370,0.069
OH,Ohio,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",detailed,940,0.178
OH,Ohio,27-1014,Multimedia Artists and Animators,detailed,380,0.071
OH,Ohio,27-1019,"Artists and Related Workers, All Other",detailed,230,0.043
OH,Ohio,27-1021,Commercial and Industrial Designers,detailed,"1,310",0.247
OH,Ohio,27-1022,Fashion Designers,detailed,**,**
OH,Ohio,27-1023,Floral Designers,detailed,"1,710",0.325
OH,Ohio,27-1024,Graphic Designers,detailed,"7,500",1.421
OH,Ohio,27-1025,Interior Designers,detailed,"1,800",0.341
OH,Ohio,27-1026,Merchandise Displayers and Window Trimmers,detailed,"4,060",0.769
OH,Ohio,27-1027,Set and Exhibit Designers,detailed,390,0.073
OH,Ohio,27-1029,"Designers, All Other",detailed,190,0.036
OH,Ohio,27-2011,Actors,detailed,540,0.103
OH,Ohio,27-2012,Producers and Directors,detailed,"1,750",0.332
OH,Ohio,27-2022,Coaches and Scouts,detailed,"9,410",1.782
OH,Ohio,27-2023,"Umpires, Referees, and Other Sports Officials",detailed,340,0.064
OH,Ohio,27-2031,Dancers,detailed,220,0.041
OH,Ohio,27-2041,Music Directors and Composers,detailed,"1,120",0.211
OH,Ohio,27-2042,Musicians and Singers,detailed,"1,500",0.284
OH,Ohio,27-2099,"Entertainers and Performers, Sports and Related Workers, All Other",detailed,350,0.067
OH,Ohio,27-3011,Radio and Television Announcers,detailed,860,0.162
OH,Ohio,27-3012,Public Address System and Other Announcers,detailed,250,0.047
OH,Ohio,27-3021,Broadcast News Analysts,detailed,200,0.039
OH,Ohio,27-3022,Reporters and Correspondents,detailed,"1,640",0.310
OH,Ohio,27-3031,Public Relations Specialists,detailed,"6,450",1.221
OH,Ohio,27-3041,Editors,detailed,"2,740",0.520
OH,Ohio,27-3042,Technical Writers,detailed,"1,270",0.241
OH,Ohio,27-3043,Writers and Authors,detailed,"1,250",0.238
OH,Ohio,27-3091,Interpreters and Translators,detailed,"2,070",0.393
OH,Ohio,27-3099,"Media and Communication Workers, All Other",detailed,730,0.137
OH,Ohio,27-4011,Audio and Video Equipment Technicians,detailed,930,0.175
OH,Ohio,27-4012,Broadcast Technicians,detailed,860,0.163
OH,Ohio,27-4013,Radio Operators,detailed,90,0.016
OH,Ohio,27-4014,Sound Engineering Technicians,detailed,280,0.052
OH,Ohio,27-4021,Photographers,detailed,"1,920",0.363
OH,Ohio,27-4031,"Camera Operators, Television, Video, and Motion Picture",detailed,490,0.093
OH,Ohio,27-4032,Film and Video Editors,detailed,410,0.077
OH,Ohio,27-4099,"Media and Communication Equipment Workers, All Other",detailed,440,0.083
OH,Ohio,29-0000,Healthcare Practitioners and Technical Occupations,major,"353,160",66.876
OH,Ohio,29-1011,Chiropractors,detailed,"1,280",0.242
OH,Ohio,29-1021,"Dentists, General",detailed,"3,280",0.620
OH,Ohio,29-1022,Oral and Maxillofacial Surgeons,detailed,210,0.040
OH,Ohio,29-1023,Orthodontists,detailed,270,0.052
OH,Ohio,29-1029,"Dentists, All Other Specialists",detailed,**,**
OH,Ohio,29-1031,Dietitians and Nutritionists,detailed,"2,450",0.463
OH,Ohio,29-1041,Optometrists,detailed,"1,180",0.224
OH,Ohio,29-1051,Pharmacists,detailed,"11,850",2.244
OH,Ohio,29-1061,Anesthesiologists,detailed,"1,150",0.217
OH,Ohio,29-1062,Family and General Practitioners,detailed,"3,840",0.728
OH,Ohio,29-1063,"Internists, General",detailed,"2,340",0.442
OH,Ohio,29-1064,Obstetricians and Gynecologists,detailed,"1,180",0.224
OH,Ohio,29-1065,"Pediatricians, General",detailed,"1,520",0.289
OH,Ohio,29-1066,Psychiatrists,detailed,"1,140",0.216
OH,Ohio,29-1067,Surgeons,detailed,"1,940",0.367
OH,Ohio,29-1069,"Physicians and Surgeons, All Other",detailed,"14,980",2.837
OH,Ohio,29-1071,Physician Assistants,detailed,"2,750",0.520
OH,Ohio,29-1081,Podiatrists,detailed,650,0.124
OH,Ohio,29-1122,Occupational Therapists,detailed,"4,450",0.843
OH,Ohio,29-1123,Physical Therapists,detailed,"7,310",1.384
OH,Ohio,29-1124,Radiation Therapists,detailed,610,0.116
OH,Ohio,29-1125,Recreational Therapists,detailed,340,0.065
OH,Ohio,29-1126,Respiratory Therapists,detailed,"5,860",1.110
OH,Ohio,29-1127,Speech-Language Pathologists,detailed,"5,240",0.992
OH,Ohio,29-1128,Exercise Physiologists,detailed,220,0.042
OH,Ohio,29-1129,"Therapists, All Other",detailed,710,0.135
OH,Ohio,29-1131,Veterinarians,detailed,"2,470",0.468
OH,Ohio,29-1141,Registered Nurses,detailed,"126,270",23.911
OH,Ohio,29-1151,Nurse Anesthetists,detailed,"2,330",0.442
OH,Ohio,29-1161,Nurse Midwives,detailed,200,0.037
OH,Ohio,29-1171,Nurse Practitioners,detailed,"6,300",1.194
OH,Ohio,29-1181,Audiologists,detailed,650,0.123
OH,Ohio,29-1199,"Health Diagnosing and Treating Practitioners, All Other",detailed,"1,150",0.217
OH,Ohio,29-2011,Medical and Clinical Laboratory Technologists,detailed,"7,070",1.340
OH,Ohio,29-2012,Medical and Clinical Laboratory Technicians,detailed,"7,000",1.325
OH,Ohio,29-2021,Dental Hygienists,detailed,"7,510",1.422
OH,Ohio,29-2031,Cardiovascular Technologists and Technicians,detailed,"2,030",0.384
OH,Ohio,29-2032,Diagnostic Medical Sonographers,detailed,"2,230",0.422
OH,Ohio,29-2033,Nuclear Medicine Technologists,detailed,900,0.171
OH,Ohio,29-2034,Radiologic Technologists,detailed,"8,600",1.629
OH,Ohio,29-2035,Magnetic Resonance Imaging Technologists,detailed,"1,470",0.279
OH,Ohio,29-2041,Emergency Medical Technicians and Paramedics,detailed,"10,570",2.001
OH,Ohio,29-2051,Dietetic Technicians,detailed,710,0.134
OH,Ohio,29-2052,Pharmacy Technicians,detailed,"15,120",2.862
OH,Ohio,29-2053,Psychiatric Technicians,detailed,970,0.184
OH,Ohio,29-2054,Respiratory Therapy Technicians,detailed,200,0.038
OH,Ohio,29-2055,Surgical Technologists,detailed,"3,830",0.726
OH,Ohio,29-2056,Veterinary Technologists and Technicians,detailed,"3,370",0.638
OH,Ohio,29-2057,Ophthalmic Medical Technicians,detailed,"1,530",0.290
OH,Ohio,29-2061,Licensed Practical and Licensed Vocational Nurses,detailed,"40,160",7.605
OH,Ohio,29-2071,Medical Records and Health Information Technicians,detailed,"8,810",1.669
OH,Ohio,29-2081,"Opticians, Dispensing",detailed,"3,130",0.592
OH,Ohio,29-2091,Orthotists and Prosthetists,detailed,470,0.089
OH,Ohio,29-2092,Hearing Aid Specialists,detailed,430,0.081
OH,Ohio,29-2099,"Health Technologists and Technicians, All Other",detailed,"4,060",0.768
OH,Ohio,29-9011,Occupational Health and Safety Specialists,detailed,"3,470",0.657
OH,Ohio,29-9012,Occupational Health and Safety Technicians,detailed,910,0.172
OH,Ohio,29-9091,Athletic Trainers,detailed,"1,180",0.223
OH,Ohio,29-9092,Genetic Counselors,detailed,140,0.026
OH,Ohio,29-9099,"Healthcare Practitioners and Technical Workers, All Other",detailed,820,0.156
OH,Ohio,31-0000,Healthcare Support Occupations,major,"195,650",37.050
OH,Ohio,31-1011,Home Health Aides,detailed,"65,010",12.311
OH,Ohio,31-1013,Psychiatric Aides,detailed,"1,300",0.245
OH,Ohio,31-1014,Nursing Assistants,detailed,"67,900",12.857
OH,Ohio,31-1015,Orderlies,detailed,"1,960",0.371
OH,Ohio,31-2011,Occupational Therapy Assistants,detailed,"2,860",0.541
OH,Ohio,31-2012,Occupational Therapy Aides,detailed,90,0.017
OH,Ohio,31-2021,Physical Therapist Assistants,detailed,"5,640",1.067
OH,Ohio,31-2022,Physical Therapist Aides,detailed,"1,000",0.189
OH,Ohio,31-9011,Massage Therapists,detailed,"2,080",0.394
OH,Ohio,31-9091,Dental Assistants,detailed,"10,460",1.980
OH,Ohio,31-9092,Medical Assistants,detailed,"21,520",4.075
OH,Ohio,31-9093,Medical Equipment Preparers,detailed,"2,330",0.442
OH,Ohio,31-9094,Medical Transcriptionists,detailed,"2,100",0.398
OH,Ohio,31-9095,Pharmacy Aides,detailed,750,0.142
OH,Ohio,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,detailed,"2,630",0.499
OH,Ohio,31-9097,Phlebotomists,detailed,"4,790",0.907
OH,Ohio,31-9099,"Healthcare Support Workers, All Other",detailed,"3,250",0.615
OH,Ohio,33-0000,Protective Service Occupations,major,"113,800",21.550
OH,Ohio,33-1011,First-Line Supervisors of Correctional Officers,detailed,680,0.128
OH,Ohio,33-1012,First-Line Supervisors of Police and Detectives,detailed,"2,500",0.474
OH,Ohio,33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,detailed,"2,230",0.422
OH,Ohio,33-1099,"First-Line Supervisors of Protective Service Workers, All Other",detailed,"2,200",0.417
OH,Ohio,33-2011,Firefighters,detailed,"19,030",3.604
OH,Ohio,33-2021,Fire Inspectors and Investigators,detailed,260,0.049
OH,Ohio,33-3011,Bailiffs,detailed,"1,470",0.278
OH,Ohio,33-3012,Correctional Officers and Jailers,detailed,"12,940",2.450
OH,Ohio,33-3021,Detectives and Criminal Investigators,detailed,"2,050",0.388
OH,Ohio,33-3031,Fish and Game Wardens,detailed,150,0.029
OH,Ohio,33-3041,Parking Enforcement Workers,detailed,150,0.028
OH,Ohio,33-3051,Police and Sheriff's Patrol Officers,detailed,"24,210",4.585
OH,Ohio,33-3052,Transit and Railroad Police,detailed,250,0.048
OH,Ohio,33-9011,Animal Control Workers,detailed,400,0.075
OH,Ohio,33-9021,Private Detectives and Investigators,detailed,"1,120",0.213
OH,Ohio,33-9031,Gaming Surveillance Officers and Gaming Investigators,detailed,390,0.074
OH,Ohio,33-9032,Security Guards,detailed,"31,000",5.870
OH,Ohio,33-9091,Crossing Guards,detailed,"1,620",0.306
OH,Ohio,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",detailed,"6,860",1.299
OH,Ohio,33-9093,Transportation Security Screeners,detailed,700,0.133
OH,Ohio,33-9099,"Protective Service Workers, All Other",detailed,"3,590",0.679
OH,Ohio,35-0000,Food Preparation and Serving Related Occupations,major,"489,490",92.692
OH,Ohio,35-1011,Chefs and Head Cooks,detailed,"3,300",0.626
OH,Ohio,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,detailed,"34,500",6.533
OH,Ohio,35-2011,"Cooks, Fast Food",detailed,"10,710",2.028
OH,Ohio,35-2012,"Cooks, Institution and Cafeteria",detailed,"17,640",3.341
OH,Ohio,35-2014,"Cooks, Restaurant",detailed,"38,750",7.338
OH,Ohio,35-2015,"Cooks, Short Order",detailed,"9,260",1.754
OH,Ohio,35-2019,"Cooks, All Other",detailed,230,0.043
OH,Ohio,35-2021,Food Preparation Workers,detailed,"21,200",4.014
OH,Ohio,35-3011,Bartenders,detailed,"23,360",4.424
OH,Ohio,35-3021,"Combined Food Preparation and Serving Workers, Including Fast Food",detailed,"170,620",32.309
OH,Ohio,35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",detailed,"14,390",2.725
OH,Ohio,35-3031,Waiters and Waitresses,detailed,"91,640",17.353
OH,Ohio,35-3041,"Food Servers, Nonrestaurant",detailed,"13,440",2.545
OH,Ohio,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,detailed,"10,110",1.915
OH,Ohio,35-9021,Dishwashers,detailed,"13,940",2.639
OH,Ohio,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",detailed,"15,330",2.903
OH,Ohio,35-9099,"Food Preparation and Serving Related Workers, All Other",detailed,"1,070",0.202
OH,Ohio,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"159,750",30.250
OH,Ohio,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,detailed,"4,770",0.904
OH,Ohio,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",detailed,"3,460",0.654
OH,Ohio,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",detailed,"85,300",16.152
OH,Ohio,37-2012,Maids and Housekeeping Cleaners,detailed,"26,510",5.020
OH,Ohio,37-2019,"Building Cleaning Workers, All Other",detailed,300,0.057
OH,Ohio,37-2021,Pest Control Workers,detailed,"1,520",0.287
OH,Ohio,37-3011,Landscaping and Groundskeeping Workers,detailed,"35,050",6.637
OH,Ohio,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",detailed,770,0.147
OH,Ohio,37-3013,Tree Trimmers and Pruners,detailed,"1,870",0.353
OH,Ohio,37-3019,"Grounds Maintenance Workers, All Other",detailed,210,0.039
OH,Ohio,39-0000,Personal Care and Service Occupations,major,"118,360",22.414
OH,Ohio,39-1011,Gaming Supervisors,detailed,200,0.037
OH,Ohio,39-1012,Slot Supervisors,detailed,160,0.030
OH,Ohio,39-1021,First-Line Supervisors of Personal Service Workers,detailed,"4,890",0.926
OH,Ohio,39-2011,Animal Trainers,detailed,390,0.075
OH,Ohio,39-2021,Nonfarm Animal Caretakers,detailed,"6,070",1.149
OH,Ohio,39-3012,Gaming and Sports Book Writers and Runners,detailed,260,0.050
OH,Ohio,39-3021,Motion Picture Projectionists,detailed,**,**
OH,Ohio,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",detailed,"2,130",0.404
OH,Ohio,39-3091,Amusement and Recreation Attendants,detailed,"10,510",1.990
OH,Ohio,39-3092,Costume Attendants,detailed,100,0.019
OH,Ohio,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",detailed,520,0.098
OH,Ohio,39-3099,"Entertainment Attendants and Related Workers, All Other",detailed,460,0.088
OH,Ohio,39-4021,Funeral Attendants,detailed,"2,330",0.442
OH,Ohio,39-4031,"Morticians, Undertakers, and Funeral Directors",detailed,"1,420",0.268
OH,Ohio,39-5011,Barbers,detailed,350,0.066
OH,Ohio,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",detailed,"17,700",3.353
OH,Ohio,39-5092,Manicurists and Pedicurists,detailed,"2,020",0.383
OH,Ohio,39-5093,Shampooers,detailed,60,0.011
OH,Ohio,39-5094,Skincare Specialists,detailed,"1,250",0.237
OH,Ohio,39-6011,Baggage Porters and Bellhops,detailed,410,0.078
OH,Ohio,39-6012,Concierges,detailed,310,0.059
OH,Ohio,39-7011,Tour Guides and Escorts,detailed,800,0.152
OH,Ohio,39-9011,Childcare Workers,detailed,"20,000",3.788
OH,Ohio,39-9021,Personal Care Aides,detailed,"21,760",4.121
OH,Ohio,39-9031,Fitness Trainers and Aerobics Instructors,detailed,"7,420",1.406
OH,Ohio,39-9032,Recreation Workers,detailed,"11,830",2.239
OH,Ohio,39-9041,Residential Advisors,detailed,"2,810",0.531
OH,Ohio,39-9099,"Personal Care and Service Workers, All Other",detailed,900,0.170
OH,Ohio,41-0000,Sales and Related Occupations,major,"514,300",97.389
OH,Ohio,41-1011,First-Line Supervisors of Retail Sales Workers,detailed,"42,010",7.954
OH,Ohio,41-1012,First-Line Supervisors of Non-Retail Sales Workers,detailed,"8,040",1.523
OH,Ohio,41-2011,Cashiers,detailed,"118,300",22.403
OH,Ohio,41-2012,Gaming Change Persons and Booth Cashiers,detailed,360,0.069
OH,Ohio,41-2021,Counter and Rental Clerks,detailed,"14,360",2.720
OH,Ohio,41-2022,Parts Salespersons,detailed,"10,990",2.080
OH,Ohio,41-2031,Retail Salespersons,detailed,"162,130",30.702
OH,Ohio,41-3011,Advertising Sales Agents,detailed,"3,250",0.615
OH,Ohio,41-3021,Insurance Sales Agents,detailed,"14,170",2.683
OH,Ohio,41-3031,"Securities, Commodities, and Financial Services Sales Agents",detailed,"9,100",1.723
OH,Ohio,41-3041,Travel Agents,detailed,"1,920",0.363
OH,Ohio,41-3099,"Sales Representatives, Services, All Other",detailed,"31,870",6.035
OH,Ohio,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",detailed,"22,730",4.305
OH,Ohio,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",detailed,"46,000",8.710
OH,Ohio,41-9011,Demonstrators and Product Promoters,detailed,"1,460",0.277
OH,Ohio,41-9012,Models,detailed,**,**
OH,Ohio,41-9021,Real Estate Brokers,detailed,790,0.150
OH,Ohio,41-9022,Real Estate Sales Agents,detailed,"5,910",1.119
OH,Ohio,41-9031,Sales Engineers,detailed,"3,380",0.639
OH,Ohio,41-9041,Telemarketers,detailed,"14,450",2.736
OH,Ohio,41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",detailed,380,0.072
OH,Ohio,41-9099,"Sales and Related Workers, All Other",detailed,"2,600",0.492
OH,Ohio,43-0000,Office and Administrative Support Occupations,major,"813,080",153.968
OH,Ohio,43-1011,First-Line Supervisors of Office and Administrative Support Workers,detailed,"43,020",8.147
OH,Ohio,43-2011,"Switchboard Operators, Including Answering Service",detailed,"2,440",0.463
OH,Ohio,43-2021,Telephone Operators,detailed,410,0.078
OH,Ohio,43-3011,Bill and Account Collectors,detailed,"14,690",2.782
OH,Ohio,43-3021,Billing and Posting Clerks,detailed,"21,180",4.010
OH,Ohio,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",detailed,"60,900",11.532
OH,Ohio,43-3041,Gaming Cage Workers,detailed,200,0.038
OH,Ohio,43-3051,Payroll and Timekeeping Clerks,detailed,"6,330",1.199
OH,Ohio,43-3061,Procurement Clerks,detailed,"3,470",0.658
OH,Ohio,43-3071,Tellers,detailed,"19,810",3.751
OH,Ohio,43-3099,"Financial Clerks, All Other",detailed,"2,040",0.387
OH,Ohio,43-4011,Brokerage Clerks,detailed,"2,190",0.416
OH,Ohio,43-4021,Correspondence Clerks,detailed,480,0.091
OH,Ohio,43-4031,"Court, Municipal, and License Clerks",detailed,"7,870",1.491
OH,Ohio,43-4041,"Credit Authorizers, Checkers, and Clerks",detailed,"1,990",0.377
OH,Ohio,43-4051,Customer Service Representatives,detailed,"85,050",16.106
OH,Ohio,43-4061,"Eligibility Interviewers, Government Programs",detailed,"5,150",0.976
OH,Ohio,43-4071,File Clerks,detailed,"4,500",0.852
OH,Ohio,43-4081,"Hotel, Motel, and Resort Desk Clerks",detailed,"6,350",1.203
OH,Ohio,43-4111,"Interviewers, Except Eligibility and Loan",detailed,"8,780",1.663
OH,Ohio,43-4121,"Library Assistants, Clerical",detailed,"6,560",1.243
OH,Ohio,43-4131,Loan Interviewers and Clerks,detailed,"9,540",1.807
OH,Ohio,43-4141,New Accounts Clerks,detailed,"2,460",0.467
OH,Ohio,43-4151,Order Clerks,detailed,"11,680",2.212
OH,Ohio,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",detailed,"4,510",0.855
OH,Ohio,43-4171,Receptionists and Information Clerks,detailed,"24,700",4.677
OH,Ohio,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,detailed,"2,600",0.493
OH,Ohio,43-4199,"Information and Record Clerks, All Other",detailed,"4,000",0.757
OH,Ohio,43-5011,Cargo and Freight Agents,detailed,"2,360",0.447
OH,Ohio,43-5021,Couriers and Messengers,detailed,"1,960",0.371
OH,Ohio,43-5031,"Police, Fire, and Ambulance Dispatchers",detailed,"4,160",0.787
OH,Ohio,43-5032,"Dispatchers, Except Police, Fire, and Ambulance",detailed,"7,710",1.460
OH,Ohio,43-5041,"Meter Readers, Utilities",detailed,"1,130",0.214
OH,Ohio,43-5051,Postal Service Clerks,detailed,"2,610",0.494
OH,Ohio,43-5052,Postal Service Mail Carriers,detailed,"12,890",2.441
OH,Ohio,43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",detailed,"4,100",0.776
OH,Ohio,43-5061,"Production, Planning, and Expediting Clerks",detailed,"13,290",2.517
OH,Ohio,43-5071,"Shipping, Receiving, and Traffic Clerks",detailed,"34,120",6.461
OH,Ohio,43-5081,Stock Clerks and Order Fillers,detailed,"80,000",15.149
OH,Ohio,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",detailed,"2,270",0.430
OH,Ohio,43-6011,Executive Secretaries and Executive Administrative Assistants,detailed,"23,110",4.376
OH,Ohio,43-6012,Legal Secretaries,detailed,"7,910",1.498
OH,Ohio,43-6013,Medical Secretaries,detailed,"40,080",7.589
OH,Ohio,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",detailed,"75,460",14.290
OH,Ohio,43-9011,Computer Operators,detailed,"1,400",0.264
OH,Ohio,43-9021,Data Entry Keyers,detailed,"6,000",1.137
OH,Ohio,43-9022,Word Processors and Typists,detailed,"1,830",0.346
OH,Ohio,43-9031,Desktop Publishers,detailed,470,0.089
OH,Ohio,43-9041,Insurance Claims and Policy Processing Clerks,detailed,"17,730",3.358
OH,Ohio,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",detailed,"3,850",0.729
OH,Ohio,43-9061,"Office Clerks, General",detailed,"95,280",18.042
OH,Ohio,43-9071,"Office Machine Operators, Except Computer",detailed,"2,720",0.515
OH,Ohio,43-9081,Proofreaders and Copy Markers,detailed,600,0.114
OH,Ohio,43-9111,Statistical Assistants,detailed,910,0.172
OH,Ohio,43-9199,"Office and Administrative Support Workers, All Other",detailed,"6,170",1.168
OH,Ohio,45-0000,"Farming, Fishing, and Forestry Occupations",major,"4,490",0.851
OH,Ohio,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",detailed,210,0.039
OH,Ohio,45-2011,Agricultural Inspectors,detailed,360,0.069
OH,Ohio,45-2021,Animal Breeders,detailed,50,0.010
OH,Ohio,45-2041,"Graders and Sorters, Agricultural Products",detailed,150,0.029
OH,Ohio,45-2091,Agricultural Equipment Operators,detailed,140,0.027
OH,Ohio,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",detailed,"2,010",0.381
OH,Ohio,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",detailed,"1,110",0.211
OH,Ohio,45-2099,"Agricultural Workers, All Other",detailed,**,**
OH,Ohio,45-4021,Fallers,detailed,130,0.024
OH,Ohio,45-4022,Logging Equipment Operators,detailed,240,0.046
OH,Ohio,47-0000,Construction and Extraction Occupations,major,"176,140",33.355
OH,Ohio,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,detailed,"14,730",2.789
OH,Ohio,47-2011,Boilermakers,detailed,560,0.105
OH,Ohio,47-2021,Brickmasons and Blockmasons,detailed,"3,040",0.576
OH,Ohio,47-2022,Stonemasons,detailed,**,**
OH,Ohio,47-2031,Carpenters,detailed,"18,220",3.451
OH,Ohio,47-2041,Carpet Installers,detailed,540,0.102
OH,Ohio,47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",detailed,200,0.038
OH,Ohio,47-2043,Floor Sanders and Finishers,detailed,**,**
OH,Ohio,47-2044,Tile and Marble Setters,detailed,470,0.089
OH,Ohio,47-2051,Cement Masons and Concrete Finishers,detailed,"4,840",0.917
OH,Ohio,47-2061,Construction Laborers,detailed,"33,000",6.249
OH,Ohio,47-2071,"Paving, Surfacing, and Tamping Equipment Operators",detailed,"1,370",0.260
OH,Ohio,47-2073,Operating Engineers and Other Construction Equipment Operators,detailed,"15,160",2.871
OH,Ohio,47-2081,Drywall and Ceiling Tile Installers,detailed,"1,260",0.239
OH,Ohio,47-2082,Tapers,detailed,180,0.035
OH,Ohio,47-2111,Electricians,detailed,"21,390",4.050
OH,Ohio,47-2121,Glaziers,detailed,"1,410",0.268
OH,Ohio,47-2131,"Insulation Workers, Floor, Ceiling, and Wall",detailed,570,0.108
OH,Ohio,47-2132,"Insulation Workers, Mechanical",detailed,940,0.178
OH,Ohio,47-2141,"Painters, Construction and Maintenance",detailed,"6,320",1.197
OH,Ohio,47-2142,Paperhangers,detailed,200,0.038
OH,Ohio,47-2151,Pipelayers,detailed,700,0.132
OH,Ohio,47-2152,"Plumbers, Pipefitters, and Steamfitters",detailed,"13,500",2.556
OH,Ohio,47-2161,Plasterers and Stucco Masons,detailed,450,0.085
OH,Ohio,47-2171,Reinforcing Iron and Rebar Workers,detailed,120,0.023
OH,Ohio,47-2181,Roofers,detailed,"4,710",0.892
OH,Ohio,47-2211,Sheet Metal Workers,detailed,"4,330",0.819
OH,Ohio,47-2221,Structural Iron and Steel Workers,detailed,"2,540",0.480
OH,Ohio,47-2231,Solar Photovoltaic Installers,detailed,**,**
OH,Ohio,47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",detailed,600,0.114
OH,Ohio,47-3012,Helpers--Carpenters,detailed,800,0.152
OH,Ohio,47-3013,Helpers--Electricians,detailed,760,0.143
